# Sacha, Dec 11, 2011: I read the associated explanatory notes for the
# text file and it is the column labelled 'pH' that is the most appropriate
# index to plot over time, rather than 'Fld pH'. 'Fld pH' wasn't collected
# until 1987 and is more patchily available, in general. The sampling
# methods obtained for each of the pH measures is different but, according
# to the notes, shouldn't make a big difference for what we want to do with
# the data.
# Sacha: "According to NADP, the annual averages of acidity in U.S. precipitation range from pH 6.0 in Utah to 4.2 in some areas of the Ohio valley. NADP defines "normal" rain as having a pH of 5 to about 6.7, with anything below that being acidic."
# NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN
# Site ID: 156 Date Range: 1978 to 2011 Report Date: 12/12/2011 2:08:43 AM
# Data retrieved from: http://nadp.sws.uiuc.edu/nadpdata/annualReq.asp?site=Custom156
# Direct link to the data: http://nadp.sws.uiuc.edu/nadpdata/seasRep.asp?action=seasRep.asp&site=156&allSites=False&wholestate=False&custom=True&startyr=1978&endyr=2011&DataType=mg%2FL&reportType=csv&Seas=105&useType=4&useDescription=Research+paper&submit=Get+Data&userid=22341
#
SiteID,Summ.Per.,Year,Crit1,Crit2,Crit3,Crit4,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,Cond.,Fld pH,Fld Cond.,Ratio c/a,Svol ml,Ppt cm,% Ppt F Chem.,Valid Samp (L),Valid Samp (F),Days,Dates,Dates2
MI26,Annual,1996,87,100,86,91,0.213,0.044,0.021,0.079,0.489,1.884,0.135,2.252,4.44,23.28,4.45,21.2,1.01,39333,74.57,60,40,27,363,1/3/1996,12/31/1996
MI26,Annual,1997,94,100,95,89,0.2,0.036,0.031,0.046,0.497,1.857,0.099,1.97,4.54,20.06,4.51,20.8,0.98,52197.7,91.69,64,46,34,364,12/31/1996,12/30/1997
MI26,Annual,1998,94,100,98,94,0.216,0.035,0.024,0.055,0.526,2.037,0.123,2.295,4.45,23.24,4.43,23.8,0.96,49258,78.74,88,44,38,364,12/30/1997,12/29/1998
MI26,Annual,1999,83,98,89,93,0.2,0.034,0.018,0.037,0.438,1.884,0.1,2.038,4.47,22,4.4,19.6,0.96,34396,61.35,86,34,32,364,12/29/1998,12/28/1999
MI26,Annual,2000,38,59,77,95,0.19,0.03,0.04,0.036,0.415,1.621,0.078,1.701,4.64,16.97,4.64,16.8,0.95,22727.9,45.08,75,18,17,367,12/28/1999,12/5/2000
MI26,Annual,2001,70,82,90,92,0.184,0.027,0.023,0.041,0.441,1.593,0.084,1.724,4.61,17.59,4.61,17.1,0.98,47825.9,85.54,87,33,29,365,1/9/2001,1/2/2002
MI26,Annual,2002,96,100,99,90,0.211,0.031,0.015,0.054,0.443,1.571,0.095,1.623,4.72,15.8,4.63,16.7,0.96,47993,79.53,97,42,37,362,1/2/2002,12/30/2002
MI26,Annual,2003,90,100,94,92,0.263,0.039,0.028,0.049,0.609,1.755,0.097,1.826,4.74,16.5,4.67,16.9,1.03,52446,88.86,81,40,30,365,12/30/2002,12/30/2003
MI26,Annual,2004,94,100,92,94,0.21,0.039,0.036,0.065,0.516,1.558,0.116,1.796,4.67,16.8,4.61,17.9,1.03,57177.7,97.76,79,46,39,364,12/30/2003,12/28/2004
MI26,Annual,2005,96,100,88,87,0.228,0.036,0.025,0.046,0.502,1.613,0.105,1.897,4.59,18.64,-9,-9,1.03,39315.3,75.62,0,43,0,371,12/28/2004,1/3/2006
MI26,Annual,2006,92,100,97,90,0.172,0.025,0.017,0.039,0.423,1.308,0.08,1.362,4.73,13.55,-9,-9,1.06,63977.1,109.13,0,46,0,364,1/3/2006,1/2/2007
MI26,Annual,2007,88,100,90,91,0.22,0.033,0.029,0.05,0.497,1.364,0.092,1.585,4.75,13.94,-9,-9,1.07,42433.8,76.54,0,40,0,365,1/2/2007,1/2/2008
MI26,Annual,2008,94,100,98,90,0.137,0.023,0.015,0.052,0.324,0.98,0.093,1.164,4.82,10.96,-9,-9,1.04,68027.7,107.82,0,44,0,363,1/2/2008,12/30/2008
MI26,Annual,2009,90,100,94,90,0.154,0.023,0.019,0.056,0.388,0.96,0.096,1.069,4.97,9.84,-9,-9,1.1,58024.4,100.84,0,42,0,364,12/30/2008,12/29/2009
MI26,Annual,2010,85,100,93,87,0.155,0.023,0.026,0.038,0.43,1.078,0.071,1.092,4.94,10.41,-9,-9,1.12,53623.9,97.8,0,35,0,364,12/29/2009,12/28/2010
MI29,Annual,2002,83,88,83,93,0.213,0.034,0.026,0.048,0.483,1.835,0.078,1.418,4.76,15.27,4.71,17.9,0.98,29510,63.04,59,38,30,364,1/22/2002,12/31/2002
MI29,Annual,2003,96,100,97,92,0.238,0.032,0.016,0.035,0.442,1.668,0.072,1.468,4.72,15.2,4.74,18.3,1.01,52385.9,85.1,76,43,28,364,12/31/2002,12/30/2003
MI29,Annual,2004,90,100,96,93,0.146,0.022,0.026,0.024,0.398,1.42,0.065,1.285,4.68,14.65,4.67,17.5,1.05,62338,103.5,80,47,38,365,12/30/2003,12/29/2004
MI29,Annual,2005,92,100,91,95,0.21,0.032,0.021,0.041,0.387,1.528,0.081,1.444,4.68,15.49,-9,-9,1.01,44408.8,75.69,0,45,0,370,12/29/2004,1/3/2006
MI29,Annual,2006,94,100,99,94,0.171,0.025,0.016,0.025,0.381,1.292,0.054,1.215,4.75,12.83,-9,-9,1.07,55084.2,86.13,0,45,0,365,1/3/2006,1/3/2007
MI29,Annual,2007,90,100,83,98,0.228,0.034,0.019,0.059,0.464,1.386,0.095,1.199,4.9,11.59,-9,-9,1.11,39596.8,71.99,0,45,0,365,1/3/2007,1/3/2008
MI29,Annual,2008,70,84,89,85,0.269,0.041,0.026,0.045,0.493,1.649,0.085,1.437,4.77,14.26,-9,-9,1.08,36666.2,70.96,0,35,0,364,1/3/2008,11/4/2008
MI48,Annual,2000,8,10,96,62,0.051,0.007,0.009,0.023,0.14,2.02,0.105,0.681,4.48,18.26,4.35,21.9,0.91,1450.3,3.56,65,4,2,364,11/28/2000,1/2/2001
MI48,Annual,2001,87,100,85,86,0.183,0.026,0.013,0.023,0.324,1.366,0.052,1.177,4.71,13.79,4.66,14.5,1.04,48619.1,94.09,85,43,41,364,1/2/2001,1/1/2002
MI48,Annual,2002,98,100,100,86,0.201,0.029,0.028,0.029,0.419,1.507,0.055,1.231,4.92,12.14,4.71,13.9,0.96,56310.6,95.81,55,46,24,364,1/1/2002,12/31/2002
MI48,Annual,2003,90,100,94,79,0.179,0.023,0.011,0.018,0.364,1.308,0.046,1.29,4.72,13.83,4.62,15.6,1.04,40496.3,80.03,88,39,35,364,12/31/2002,12/30/2003
MI48,Annual,2004,90,100,93,82,0.129,0.02,0.034,0.019,0.322,1.142,0.044,1.104,4.74,12.64,4.69,14.5,1.07,52660.8,99.06,84,45,41,364,12/30/2003,12/28/2004
MI48,Annual,2005,83,100,92,91,0.18,0.025,0.019,0.026,0.368,1.255,0.055,1.3,4.76,13.51,-9,-9,1.03,42664.9,74.45,0,40,0,371,12/28/2004,1/3/2006
MI48,Annual,2006,90,100,94,88,0.141,0.021,0.018,0.015,0.353,1.116,0.045,0.925,4.86,10.53,-9,-9,1.12,38749.7,68.84,0,40,0,364,1/3/2006,1/2/2007
MI48,Annual,2007,92,100,97,91,0.17,0.025,0.015,0.027,0.375,1.123,0.05,0.887,4.97,9.45,-9,-9,1.15,38637.2,64.22,0,47,0,364,1/2/2007,1/1/2008
MI48,Annual,2008,90,99,92,86,0.17,0.026,0.015,0.031,0.327,1.143,0.064,1,4.89,10.25,-9,-9,1.05,35306.5,65.72,0,45,0,366,1/1/2008,12/30/2008
MI48,Annual,2009,88,100,90,84,0.095,0.015,0.008,0.015,0.24,0.717,0.034,0.672,4.97,7.72,-9,-9,1.16,36483.9,70.31,0,37,0,364,12/30/2008,12/29/2009
MI48,Annual,2010,88,100,98,87,0.098,0.017,0.022,0.019,0.294,0.62,0.05,0.614,5.15,6.74,-9,-9,1.28,50811.5,87.22,0,41,0,364,12/29/2009,12/28/2010
MI51,Annual,1999,83,92,93,99,0.226,0.04,0.019,0.031,0.45,1.837,0.097,2.116,4.48,22.28,4.56,20.8,0.98,32694.3,52.67,68,35,25,364,1/26/1999,12/28/1999
MI51,Annual,2000,94,100,99,94,0.22,0.037,0.023,0.036,0.472,2.021,0.097,2.121,4.48,22.43,4.53,23.6,0.95,46461.5,73.21,75,48,34,371,12/28/1999,1/2/2001
MI51,Annual,2001,85,100,92,98,0.218,0.04,0.018,0.051,0.496,1.893,0.113,1.952,4.55,20.33,4.44,24.3,0.98,42114,69.32,75,39,35,364,1/2/2001,1/1/2002
MI51,Annual,2002,88,100,91,96,0.229,0.034,0.018,0.044,0.622,2.231,0.093,2.063,4.58,20.97,4.45,21.2,0.95,35183.4,59.3,73,40,31,364,1/1/2002,12/31/2002
MI51,Annual,2003,85,100,90,101,0.252,0.042,0.02,0.048,0.533,1.756,0.111,2.048,4.6,19.17,4.59,17.8,0.99,37157.7,60.43,62,35,21,364,12/31/2002,12/30/2003
MI51,Annual,2004,83,100,91,96,0.165,0.027,0.014,0.027,0.429,1.38,0.065,1.423,4.72,14.29,4.82,11.3,1.02,35989.3,59.95,27,38,9,364,12/30/2003,12/28/2004
MI51,Annual,2005,87,100,87,105,0.169,0.032,0.023,0.041,0.454,1.368,0.092,1.793,4.61,17.25,-9,-9,1.02,37337.9,60.24,0,37,0,371,12/28/2004,1/3/2006
MI51,Annual,2006,94,100,99,97,0.168,0.024,0.014,0.033,0.407,1.282,0.081,1.555,4.64,15.48,-9,-9,1.04,49695.8,76.28,0,42,0,364,1/3/2006,1/2/2007
MI51,Annual,2007,92,100,97,96,0.192,0.026,0.019,0.034,0.5,1.338,0.075,1.528,4.74,13.98,-9,-9,1.08,42638.6,66.7,0,41,0,364,1/2/2007,1/1/2008
MI51,Annual,2008,92,100,98,100,0.187,0.03,0.015,0.035,0.387,1.11,0.076,1.29,4.83,11.75,-9,-9,1.07,48557.6,72.92,0,45,0,364,1/1/2008,12/30/2008
MI51,Annual,2009,90,100,98,94,0.132,0.02,0.013,0.035,0.364,0.876,0.071,1.128,4.9,10.32,-9,-9,1.08,39458.2,62.99,0,38,0,364,12/30/2008,12/29/2009
MI51,Annual,2010,83,100,91,92,0.161,0.026,0.014,0.028,0.437,1.094,0.062,1.217,4.89,11.21,-9,-9,1.09,37044.3,64.85,0,34,0,364,12/29/2009,12/28/2010
MI52,Annual,1999,73,92,77,86,0.196,0.032,0.015,0.034,0.399,2.003,0.09,2.072,4.42,23.72,4.4,23.1,0.96,30485.5,66.86,69,31,27,364,1/26/1999,12/28/1999
MI52,Annual,2000,68,100,71,86,0.18,0.029,0.019,0.036,0.383,1.561,0.082,1.72,4.56,17.99,4.63,20.1,0.98,48154.1,112.35,55,33,26,371,12/28/1999,1/2/2001
MI52,Annual,2001,79,96,75,91,0.174,0.033,0.014,0.046,0.408,1.644,0.103,1.868,4.53,19.6,4.56,19.5,0.96,44914,96.92,71,37,34,363,1/3/2001,1/1/2002
MI52,Annual,2002,88,100,95,85,0.215,0.037,0.017,0.04,0.468,1.662,0.086,1.681,4.7,16.37,4.68,19.6,0.97,33792.3,61.56,95,38,37,363,1/1/2002,12/30/2002
MI52,Annual,2003,74,100,62,78,0.217,0.039,0.019,0.033,0.483,1.639,0.082,1.698,4.66,16.75,4.66,16.7,1.01,28954.5,83.24,59,28,26,365,12/30/2002,12/30/2003
MI52,Annual,2004,86,100,93,91,0.191,0.035,0.028,0.047,0.409,1.539,0.092,1.579,4.63,16.52,4.7,15.7,1.02,53796.1,91.86,90,42,35,365,12/30/2003,12/29/2004
MI52,Annual,2005,89,100,94,95,0.173,0.034,0.014,0.041,0.368,1.432,0.106,1.729,4.53,18.79,-9,-9,1.03,49581.3,81.04,0,39,0,370,12/29/2004,1/3/2006
MI52,Annual,2006,93,100,96,93,0.183,0.032,0.018,0.042,0.415,1.446,0.092,1.626,4.61,16.63,-9,-9,1.04,65667.6,108.02,0,44,0,364,1/3/2006,1/2/2007
MI52,Annual,2007,88,100,93,89,0.162,0.03,0.015,0.037,0.432,1.198,0.083,1.557,4.69,14.07,-9,-9,1.06,56101.7,99.67,0,40,0,365,1/2/2007,1/2/2008
MI52,Annual,2008,64,100,68,91,0.178,0.035,0.019,0.04,0.409,1.098,0.079,1.256,4.87,11.17,-9,-9,1.09,45180.4,104.98,0,27,0,363,1/2/2008,12/30/2008
MI52,Annual,2009,98,100,100,95,0.156,0.027,0.014,0.047,0.371,1.022,0.091,1.182,4.83,11.68,-9,-9,1.09,62482.9,96.91,0,47,0,364,12/30/2008,12/29/2009
MI52,Annual,2010,90,100,93,97,0.151,0.027,0.016,0.027,0.308,1.062,0.066,1.031,4.84,11.03,-9,-9,1.06,48028.9,78.32,0,38,0,364,12/29/2009,12/28/2010
MI53,Annual,1978,15,23,73,38,0.397,0.197,0.102,2.15,0.611,3.697,1.042,6.351,4.08,51.34,-9,-9,1.12,3301,17.86,0,8,0,84,10/10/1978,1/2/1979
MI53,Annual,1979,58,88,68,89,0.327,0.079,0.035,0.453,0.397,2.286,0.238,3.112,4.45,24.8,-9,-9,0.93,30966.1,74.99,0,27,0,371,1/2/1979,1/8/1980
MI53,Annual,1980,75,100,76,96,0.296,0.061,0.03,0.189,0.436,2.035,0.176,2.798,4.34,25.66,-9,-9,1.02,40849.5,83.05,0,35,0,357,1/8/1980,12/30/1980
MI53,Annual,1981,64,100,54,85,0.255,0.074,0.02,0.072,0.408,2.042,0.164,2.708,4.33,28.78,-9,-9,0.98,24294.5,77.72,0,27,0,364,12/30/1980,12/29/1981
MI53,Annual,1982,66,100,59,87,0.22,0.056,0.026,0.061,0.443,1.766,0.155,2.223,4.43,24.32,-9,-9,1.02,35472.3,101,0,31,0,371,12/29/1981,1/4/1983
MI53,Annual,1983,94,100,97,88,0.24,0.048,0.028,0.051,0.354,1.784,0.123,2.266,4.4,23.44,-9,-9,0.99,54963.8,97,0,46,0,364,1/4/1983,1/3/1984
MI53,Annual,1984,96,100,95,92,0.217,0.053,0.029,0.067,0.415,1.983,0.141,2.517,4.32,27.06,-9,-9,1.01,65394.1,111.23,0,47,0,365,1/3/1984,1/2/1985
MI53,Annual,1985,83,100,88,85,0.235,0.049,0.021,0.041,0.33,1.682,0.098,2.024,4.48,20.7,-9,-9,0.97,65858.7,129.69,0,42,0,363,1/2/1985,12/31/1985
MI53,Annual,1986,96,100,97,91,0.197,0.044,0.019,0.062,0.368,1.818,0.109,2.52,4.39,24.16,-9,-9,0.92,63406.1,106.15,0,47,0,364,12/31/1985,12/30/1986
MI53,Annual,1987,94,100,99,91,0.186,0.047,0.018,0.051,0.326,1.583,0.111,2.071,4.45,20.86,4.39,19.9,0.97,56835.2,92.94,80,45,36,364,12/30/1986,12/29/1987
MI53,Annual,1988,91,100,93,89,0.211,0.043,0.014,0.073,0.253,1.695,0.135,1.746,4.51,18.12,4.45,18.3,0.92,53815.2,96.92,83,46,40,371,12/29/1987,1/3/1989
MI53,Annual,1989,98,100,99,88,0.279,0.062,0.032,0.073,0.466,2.138,0.157,2.035,4.49,21.54,4.45,22.3,1,48100.5,81.06,83,47,37,364,1/3/1989,1/2/1990
MI53,Annual,1990,92,100,96,95,0.197,0.036,0.016,0.047,0.388,1.498,0.109,1.85,4.53,18.4,4.47,19.3,1,75586.4,122.03,95,46,42,365,1/2/1990,1/2/1991
MI53,Annual,1991,98,100,100,92,0.215,0.049,0.029,0.054,0.324,1.511,0.125,1.811,4.54,18.49,4.53,19.8,0.98,66837,107.23,98,49,46,363,1/2/1991,12/31/1991
MI53,Annual,1992,79,100,78,92,0.153,0.033,0.019,0.047,0.418,1.699,0.092,1.995,4.47,21.22,4.43,22.5,0.98,49871.8,102.15,78,39,36,364,12/31/1991,12/29/1992
MI53,Annual,1993,91,100,90,94,0.177,0.036,0.017,0.057,0.424,1.956,0.112,2.279,4.39,23.92,4.38,24.9,0.97,59841.2,103.71,90,47,46,371,12/29/1992,1/4/1994
MI53,Annual,1994,75,100,82,94,0.227,0.043,0.018,0.044,0.453,1.933,0.093,2.029,4.46,21.96,4.46,21.8,1.01,45118.9,85.98,82,36,35,364,1/4/1994,1/3/1995
MI53,Annual,1995,87,100,94,87,0.2,0.042,0.016,0.059,0.401,1.8,0.109,1.564,4.54,18.38,4.54,18.8,1.04,48992.9,88.09,93,44,43,364,1/3/1995,1/2/1996
MI53,Annual,1996,88,100,93,88,0.185,0.036,0.015,0.086,0.394,1.909,0.139,1.718,4.46,21.18,4.45,22.1,1.03,50648.7,92.39,93,43,41,364,1/2/1996,12/31/1996
MI53,Annual,1997,85,100,89,89,0.217,0.034,0.015,0.043,0.412,1.847,0.09,1.622,4.58,17.83,4.58,18.2,0.98,44561,82.31,87,43,39,364,12/31/1996,12/30/1997
MI53,Annual,1998,96,100,96,89,0.183,0.032,0.016,0.049,0.375,1.815,0.105,1.816,4.48,20.49,4.49,21.3,0.97,48280.2,83.2,96,44,44,364,12/30/1997,12/29/1998
MI53,Annual,1999,79,100,74,92,0.261,0.044,0.017,0.044,0.323,1.555,0.091,1.39,4.65,16.13,4.65,15.9,1.05,42168.3,95.53,74,34,34,364,12/29/1998,12/28/1999
MI53,Annual,2000,89,100,89,88,0.229,0.038,0.021,0.05,0.443,1.916,0.099,1.547,4.61,17.78,4.62,18.4,1.01,45305.9,85.2,89,46,45,371,12/28/1999,1/2/2001
MI53,Annual,2001,96,100,91,90,0.207,0.036,0.017,0.065,0.432,1.795,0.116,1.507,4.66,16.68,4.66,17.1,0.98,55082.2,98.76,91,47,45,365,1/2/2001,1/2/2002
MI53,Annual,2002,92,100,93,90,0.259,0.045,0.02,0.066,0.49,1.858,0.096,1.613,4.73,16.47,4.67,17.8,0.99,44247,77.89,77,45,35,363,1/2/2002,12/31/2002
MI53,Annual,2003,98,100,99,88,0.262,0.041,0.02,0.056,0.466,1.639,0.105,1.521,4.78,14.67,4.72,15.8,1.01,62454.9,105.12,98,46,43,364,12/31/2002,12/30/2003
MI53,Annual,2004,94,100,95,91,0.205,0.033,0.018,0.044,0.425,1.496,0.087,1.34,4.7,15.17,4.66,15.6,1.08,61853.6,105.77,81,48,39,364,12/30/2003,12/28/2004
MI53,Annual,2005,89,100,95,92,0.227,0.033,0.018,0.058,0.426,1.486,0.114,1.671,4.64,16.92,-9,-9,1.03,53999.4,90.62,0,43,0,371,12/28/2004,1/3/2006
MI53,Annual,2006,87,100,86,92,0.171,0.026,0.018,0.029,0.411,1.216,0.06,1.259,4.8,12.35,-9,-9,1.07,60898.9,112.6,0,44,0,364,1/3/2006,1/2/2007
MI53,Annual,2007,92,100,96,88,0.231,0.036,0.023,0.055,0.47,1.513,0.099,1.191,4.82,12.48,-9,-9,1.13,41977.6,73.49,0,43,0,364,1/2/2007,1/1/2008
MI53,Annual,2008,84,100,74,91,0.196,0.032,0.019,0.054,0.362,1.194,0.095,1.08,4.92,10.64,-9,-9,1.07,55065,120.15,0,40,0,364,1/1/2008,12/30/2008
MI53,Annual,2009,73,100,64,98,0.179,0.025,0.015,0.033,0.382,1.101,0.071,1.022,4.89,10.61,-9,-9,1.14,36332.4,85.02,0,28,0,364,12/30/2008,12/29/2009
MI53,Annual,2010,94,100,99,94,0.161,0.027,0.014,0.039,0.335,0.98,0.074,0.929,4.99,9.35,-9,-9,1.11,46851.7,73.33,0,43,0,364,12/29/2009,12/28/2010
MI97,Annual,1985,15,38,35,109,0.15,0.032,0.018,0.019,0.317,1.295,0.05,1.752,4.58,16.36,-9,-9,0.94,9094.7,37.49,0,8,0,223,5/22/1985,12/31/1985
MI97,Annual,1986,32,42,76,103,0.125,0.026,0.016,0.033,0.128,0.85,0.045,1.153,4.75,11.31,-9,-9,0.9,19108.7,35.81,0,16,0,364,12/31/1985,12/30/1986
MI97,Annual,1987,0,6,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,3.89,0,0,0,364,12/30/1986,12/29/1987
MI97,Annual,1988,31,41,84,99,0.236,0.038,0.059,0.046,0.243,1.074,0.069,1.332,4.89,11.86,4.77,11.9,0.95,17523.2,31.12,73,12,9,371,12/29/1987,1/3/1989
MI97,Annual,1989,31,40,94,101,0.13,0.022,0.033,0.026,0.36,0.956,0.066,1.347,4.83,11.4,4.74,12.4,1,20151.6,31.14,88,14,12,364,1/3/1989,1/2/1990
MI97,Annual,1990,26,30,93,103,0.148,0.026,0.036,0.032,0.44,1.088,0.095,1.425,4.87,11.92,-9,-9,1,14914.3,23.08,0,14,0,364,1/2/1990,1/1/1991
MI97,Annual,1991,40,40,100,103,0.113,0.017,0.016,0.02,0.234,0.769,0.048,1.053,4.85,9.76,4.77,11.9,0.99,27325.1,39,71,20,9,364,1/1/1991,12/31/1991
MI97,Annual,1992,44,44,100,104,0.13,0.02,0.018,0.039,0.292,1.174,0.054,1.842,4.53,17.77,4.35,26.3,0.95,26874.1,38.11,16,20,5,364,12/31/1991,12/29/1992
MI97,Annual,1993,39,39,100,105,0.116,0.02,0.024,0.039,0.246,0.854,0.054,1.049,4.89,9.53,4.83,8.7,0.98,18837,26.52,51,20,9,371,12/29/1992,1/4/1994
MI97,Annual,1994,42,46,96,102,0.214,0.031,0.045,0.035,0.396,1.214,0.059,1.424,4.76,13.64,4.72,13.1,1.08,24647.6,37.26,55,22,9,364,1/4/1994,1/3/1995
MI97,Annual,1995,41,46,87,101,0.219,0.032,0.02,0.037,0.508,1.392,0.055,1.387,4.81,13.09,4.74,16.4,1.12,22976.4,38.49,86,21,17,364,1/3/1995,1/2/1996
MI97,Annual,1996,38,42,96,102,0.121,0.022,0.016,0.042,0.273,0.91,0.066,0.909,4.88,10.02,4.65,13.3,1.08,24719.7,37.33,56,18,13,364,1/2/1996,12/31/1996
MI97,Annual,1997,34,44,97,102,0.128,0.021,0.017,0.039,0.208,0.902,0.058,0.93,4.82,10.44,4.77,11.6,1.04,19280.5,28.7,92,16,11,366,12/31/1996,12/30/1997
MI97,Annual,1998,71,71,100,101,0.236,0.04,0.024,0.019,0.501,1.397,0.049,1.506,4.79,14.03,4.75,13.1,1.1,20483,31.21,76,22,15,239,5/4/1998,12/29/1998
MI97,Annual,1999,37,45,88,101,0.19,0.027,0.015,0.015,0.276,0.976,0.04,0.854,4.99,9.22,5.13,7.4,1.11,29622.6,49.32,43,17,9,371,12/29/1998,1/4/2000
MI97,Annual,2000,52,67,85,99,0.253,0.036,0.024,0.019,0.413,1.102,0.039,0.946,5.14,9.22,5.09,9.6,1.22,14346.6,29.02,84,18,17,245,5/2/2000,1/2/2001
MI97,Annual,2001,38,48,76,100,0.137,0.018,0.026,0.018,0.28,0.852,0.039,0.778,5.06,8.2,4.92,9.4,1.1,19671.3,40.27,65,17,15,364,1/2/2001,1/1/2002
MI97,Annual,2002,58,68,89,99,0.191,0.022,0.02,0.014,0.347,0.999,0.033,0.712,5.27,7.68,5.14,9.1,1.16,19544.1,32.59,56,15,12,238,5/7/2002,10/15/2002
MI97,Annual,2003,33,42,84,100,0.165,0.029,0.022,0.007,0.351,0.896,0.028,1.043,4.99,9.55,4.97,10,1.11,14414.4,25.43,84,13,13,364,12/31/2002,12/30/2003
MI97,Annual,2004,38,44,89,100,0.133,0.018,0.016,0.014,0.31,0.774,0.033,0.941,4.98,9.01,4.97,9.7,1.11,22913.2,38.09,39,17,11,368,1/1/2004,1/1/2005
MI97,Annual,2005,42,42,100,100,0.268,0.039,0.021,0.02,0.539,1.163,0.045,1.239,5.09,10.94,-9,-9,1.22,27649.1,43.04,0,21,0,367,1/1/2005,1/1/2006
MI97,Annual,2006,60,63,95,106,0.226,0.035,0.03,0.02,0.444,1.017,0.043,0.829,5.24,8.22,-9,-9,1.32,12639.1,18.42,0,16,0,223,5/23/2006,1/1/2007
MI97,Annual,2007,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,0,-9,0,0,3925,4/1/1997,5/23/2007
MI98,Annual,1984,66,67,98,94,0.192,0.047,0.028,0.081,0.36,1.461,0.111,2.311,4.44,22.07,-9,-9,0.99,45668.1,73.15,0,34,0,246,5/1/1984,1/2/1985
MI98,Annual,1985,81,100,71,90,0.152,0.035,0.017,0.046,0.25,1.457,0.092,1.752,4.47,19.15,-9,-9,0.97,42168.9,96.67,0,40,0,363,1/2/1985,12/31/1985
MI98,Annual,1986,90,100,93,91,0.136,0.025,0.013,0.056,0.276,1.492,0.09,2.039,4.46,20.46,-9,-9,0.89,48189.2,82.98,0,45,0,364,12/31/1985,12/30/1986
MI98,Annual,1987,89,100,88,94,0.168,0.033,0.016,0.048,0.319,1.505,0.096,1.718,4.55,17.38,4.48,18.5,0.95,45050.6,79.6,69,40,29,364,12/30/1986,12/29/1987
MI98,Annual,1988,68,100,71,80,0.19,0.03,0.014,0.057,0.38,1.98,0.106,1.86,4.47,19.67,4.38,22.7,0.94,40639.2,101.11,53,32,25,371,12/29/1987,1/3/1989
MI98,Annual,1989,94,100,94,83,0.191,0.033,0.021,0.067,0.447,1.958,0.114,2.106,4.47,21.44,4.32,24.6,0.95,34550,64.34,71,46,32,364,1/3/1989,1/2/1990
MI98,Annual,1990,97,100,98,93,0.169,0.029,0.016,0.045,0.374,1.408,0.101,1.628,4.61,16.25,4.61,16.4,0.99,58825.6,94.53,82,47,36,363,1/2/1990,12/31/1990
MI98,Annual,1991,81,100,83,94,0.147,0.022,0.016,0.037,0.305,1.341,0.076,1.517,4.61,15.5,4.54,16.9,0.95,44890.8,83.33,55,40,23,365,12/31/1990,12/31/1991
MI98,Annual,1992,81,100,85,87,0.105,0.02,0.017,0.035,0.368,1.43,0.074,1.874,4.49,19.5,4.34,23.4,0.97,42507.7,83.83,29,39,13,364,12/31/1991,12/29/1992
MI98,Annual,1993,66,100,66,89,0.103,0.021,0.012,0.044,0.368,1.607,0.08,1.603,4.53,17.71,4.49,18.5,0.96,38156.1,92.73,46,32,18,371,12/29/1992,1/4/1994
MI98,Annual,1994,94,100,98,88,0.17,0.029,0.017,0.038,0.345,1.388,0.065,1.512,4.59,16.57,4.52,18.5,1.04,42663.1,72.92,31,45,14,364,1/4/1994,1/3/1995
MI98,Annual,1995,68,100,77,81,0.148,0.028,0.012,0.042,0.33,1.361,0.061,1.326,4.64,14.58,4.47,17.6,1.03,40865,95.69,11,33,7,371,1/3/1995,1/9/1996
MI98,Annual,1996,82,100,88,97,0.115,0.019,0.014,0.048,0.281,1.284,0.079,1.432,4.55,16.61,4.49,17.9,1.02,55680.3,94.94,37,39,14,357,1/9/1996,12/31/1996
MI98,Annual,1997,73,96,79,84,0.114,0.016,0.012,0.034,0.34,1.709,0.073,1.504,4.49,18.99,4.45,17.2,0.98,24013.5,52.57,41,33,16,364,12/31/1996,12/30/1997
MI98,Annual,1998,72,100,72,90,0.141,0.025,0.013,0.031,0.393,1.558,0.066,1.463,4.64,16.15,4.6,16.1,0.97,34185.4,74.19,50,32,19,371,12/30/1997,1/5/1999
MI98,Annual,1999,62,100,66,93,0.201,0.03,0.026,0.035,0.375,1.663,0.081,1.494,4.65,16.53,4.56,18.9,0.96,32510.1,76.9,42,28,17,358,1/5/1999,12/29/1999
MI98,Annual,2000,74,100,79,89,0.163,0.024,0.013,0.026,0.306,1.345,0.056,1.129,4.74,12.99,4.6,16.8,1,25652.8,53.07,40,38,16,370,12/29/1999,1/2/2001
MI98,Annual,2001,70,100,70,90,0.14,0.02,0.015,0.028,0.314,1.352,0.057,1.218,4.69,13.89,4.55,15.6,0.98,44087.7,100.43,25,35,10,358,1/2/2001,12/26/2001
MI98,Annual,2002,78,100,78,94,0.163,0.026,0.014,0.031,0.36,1.363,0.053,1.145,4.83,12.5,4.75,13.9,0.99,37828.7,74.85,70,37,31,370,12/26/2001,12/31/2002
